time2
2
2.044037
2.088073
2.13211
2.176147
2.220183
2.26422
2.308257
2.352294
2.39633
2.440367
2.484404
2.52844
2.572477
2.616514
2.66055
2.704587
2.748624
2.792661
2.836697
2.880734
2.924771
2.968807
3.012844
3.056881
3.100917
3.144954
3.188991
3.233028
3.277064
3.321101
3.365138
3.409174
3.453211
3.497248
3.541284
3.585321
3.629358
3.673394
3.717431
3.761468
3.805505
3.849541
3.893578
3.937615
3.981651
4.025688
4.069725
4.113761
4.157798
4.201835
4.245872
4.289908
4.333945
4.377982
4.422018
4.466055
4.510092
4.554128
4.598165
4.642202
4.686239
4.730275
4.774312
4.818349
4.862385
4.906422
4.950459
4.994495
5.038532
5.082569
5.126606
5.170642
5.214679
5.258716
5.302752
5.346789
5.390826
5.434862
5.478899
5.522936
5.566972
5.611009
5.655046
5.699083
5.743119
5.787156
5.831193
5.875229
5.919266
5.963303
6.007339
6.051376
6.095413
6.13945
6.183486
6.227523
6.27156
6.315596
6.359633
6.40367
6.447706
6.491743
6.53578
6.579817
6.623853
6.66789
6.711927
6.755963
6.8
6.844037
6.888073
6.93211
6.976147
7.020183
7.06422
7.108257
7.152294
7.19633
7.240367
7.284404
7.32844
7.372477
7.416514
7.46055
7.504587
7.548624
7.592661
7.636697
7.680734
7.724771
7.768807
7.812844
7.856881
7.900917
7.944954
7.988991
8.033028
8.077064
8.121101
8.165138
8.209174
8.253211
8.297248
8.341284
8.385321
8.429358
8.473394
8.517431
8.561468
8.605505
8.649541
8.693578
8.737615
8.781651
8.825688
8.869725
8.913761
8.957798
9.001835
9.045872
9.089908
9.133945
9.177982
9.222018
9.266055
9.310092
9.354128
9.398165
9.442202
9.486239
9.530275
9.574312
9.618349
9.662385
9.706422
9.750459
9.794495
9.838532
9.882569
9.926606
9.970642
10.014679
10.058716
10.102752
10.146789
10.190826
10.234862
10.278899
10.322936
10.366972
10.411009
10.455046
10.499083
10.543119
10.587156
10.631193
10.675229
10.719266
10.763303
10.807339
10.851376
10.895413
10.93945
10.983486
11.027523
11.07156
11.115596
11.159633
11.20367
11.247706
11.291743
11.33578
11.379817
11.423853
11.46789
11.511927
11.555963
11.6
11.644037
11.688073
11.73211
11.776147
11.820183
11.86422
11.908257
11.952294
11.99633
12.040367
12.084404
12.12844
12.172477
12.216514
12.26055
12.304587
12.348624
12.392661
12.436697
12.480734
12.524771
12.568807
12.612844
12.656881
12.700917
12.744954
12.788991
12.833028
12.877064
12.921101
12.965138
13.009174
13.053211
13.097248
13.141284
13.185321
13.229358
13.273394
13.317431
13.361468
13.405505
13.449541
13.493578
13.537615
13.581651
13.625688
13.669725
13.713761
13.757798
13.801835
13.845872
13.889908
13.933945
13.977982
14.022018
14.066055
14.110092
14.154128
14.198165
14.242202
14.286239
14.330275
14.374312
14.418349
14.462385
14.506422
14.550459
14.594495
14.638532
14.682569
14.726606
14.770642
14.814679
14.858716
14.902752
14.946789
14.990826
15.034862
15.078899
15.122936
15.166972
15.211009
15.255046
15.299083
15.343119
15.387156
15.431193
15.475229
15.519266
15.563303
15.607339
15.651376
15.695413
15.73945
15.783486
15.827523
15.87156
15.915596
15.959633
16.00367
16.047706
16.091743
16.13578
16.179817
16.223853
16.26789
16.311927
16.355963
16.4
