time1
0
0.050174
0.100348
0.150523
0.200697
0.250871
0.301045
0.35122
0.401394
0.451568
0.501742
0.551916
0.602091
0.652265
0.702439
0.752613
0.802787
0.852962
0.903136
0.95331
1.003484
1.053659
1.103833
1.154007
1.204181
1.254355
1.30453
1.354704
1.404878
1.455052
1.505226
1.555401
1.605575
1.655749
1.705923
1.756098
1.806272
1.856446
1.90662
1.956794
2.006969
2.057143
2.107317
2.157491
2.207666
2.25784
2.308014
2.358188
2.408362
2.458537
2.508711
2.558885
2.609059
2.659233
2.709408
2.759582
2.809756
2.85993
2.910105
2.960279
3.010453
3.060627
3.110801
3.160976
3.21115
3.261324
3.311498
3.361672
3.411847
3.462021
3.512195
3.562369
3.612544
3.662718
3.712892
3.763066
3.81324
3.863415
3.913589
3.963763
4.013937
4.064111
4.114286
4.16446
4.214634
4.264808
4.314983
4.365157
4.415331
4.465505
4.515679
4.565854
4.616028
4.666202
4.716376
4.766551
4.816725
4.866899
4.917073
4.967247
5.017422
5.067596
5.11777
5.167944
5.218118
5.268293
5.318467
5.368641
5.418815
5.46899
5.519164
5.569338
5.619512
5.669686
5.719861
5.770035
5.820209
5.870383
5.920557
5.970732
6.020906
6.07108
6.121254
6.171429
6.221603
6.271777
6.321951
6.372125
6.4223
6.472474
6.522648
6.572822
6.622997
6.673171
6.723345
6.773519
6.823693
6.873868
6.924042
6.974216
7.02439
7.074564
7.124739
7.174913
7.225087
7.275261
7.325436
7.37561
7.425784
7.475958
7.526132
7.576307
7.626481
7.676655
7.726829
7.777003
7.827178
7.877352
7.927526
7.9777
8.027875
8.078049
8.128223
8.178397
8.228571
8.278746
8.32892
8.379094
8.429268
8.479443
8.529617
8.579791
8.629965
8.680139
8.730314
8.780488
8.830662
8.880836
8.93101
8.981185
9.031359
9.081533
9.131707
9.181882
9.232056
9.28223
9.332404
9.382578
9.432753
9.482927
9.533101
9.583275
9.633449
9.683624
9.733798
9.783972
9.834146
9.884321
9.934495
9.984669
10.034843
10.085017
10.135192
10.185366
10.23554
10.285714
10.335889
10.386063
10.436237
10.486411
10.536585
10.58676
10.636934
10.687108
10.737282
10.787456
10.837631
10.887805
10.937979
10.988153
11.038328
11.088502
11.138676
11.18885
11.239024
11.289199
11.339373
11.389547
11.439721
11.489895
11.54007
11.590244
11.640418
11.690592
11.740767
11.790941
11.841115
11.891289
11.941463
11.991638
12.041812
12.091986
12.14216
12.192334
12.242509
12.292683
12.342857
12.393031
12.443206
12.49338
12.543554
12.593728
12.643902
12.694077
12.744251
12.794425
12.844599
12.894774
12.944948
12.995122
13.045296
13.09547
13.145645
13.195819
13.245993
13.296167
13.346341
13.396516
13.44669
13.496864
13.547038
13.597213
13.647387
13.697561
13.747735
13.797909
13.848084
13.898258
13.948432
13.998606
14.04878
14.098955
14.149129
14.199303
14.249477
14.299652
14.349826
14.4
